ACTIVIDAD_ECONOMICA_CIIU;ANIO;GENERACION_TOTAL_KG
1630;2023;2.0
1630;2024;2.0
1630;2025;2.0
1640;2018;18.0
1640;2019;16.1
1640;2020;1.0
1640;2021;11.7
1640;2022;3.2
1640;2023;10.0
1640;2024;3.2
1640;2025;1.257
1690;2019;4.0
1690;2021;4.0
1690;2022;4.0
1690;2023;4.0
1690;2024;4.0
1690;2025;4.0
1701;2015;7467.0
1701;2016;8291.8
1701;2017;6120.0
1701;2018;6070.8
1701;2019;5222.8
1701;2020;4702.8
1701;2021;4004.813
1701;2022;3345.465
1701;2023;2686.116
1701;2024;2026.768
1701;2025;1367.419
1702;2015;2629.47
1702;2016;1963.8
1702;2017;1619.41
1702;2018;4768.9
1702;2019;2032.08
1702;2020;634.8
1702;2021;1612.841
1702;2022;1423.726
1702;2023;1234.611
1702;2024;1045.496
1702;2025;856.381
1709;2015;4294.9
1709;2016;3467.1
1709;2017;4324.97
1709;2018;5326.8
1709;2019;15344.3
1709;2020;4346.15
1709;2021;9873.005
1709;2022;10926.996
1709;2023;11980.987
1709;2024;13034.978
1709;2025;14088.969
1811;2015;18340.8
1811;2016;13886.1
1811;2017;8044.4
1811;2018;6644.0
1811;2019;6898.65
1811;2020;15887.35
1811;2021;8153.883
1811;2022;7164.455
1811;2023;6175.026
1811;2024;5185.598
1811;2025;4196.169
1812;2016;95.0
1812;2017;34.3
1812;2018;68.1
1812;2019;109.56
1812;2020;44.0
1812;2021;62.17
1812;2022;59.496
1812;2023;56.822
1812;2024;54.148
1812;2025;51.474
1910;2016;1092.0
1910;2017;425.4
1910;2018;317.06
1910;2019;687.0
1910;2020;118.5
1910;2021;22.372
1910;2022;443.722
1910;2023;22.372
1910;2024;391.053
1910;2025;22.372
1921;2015;210.0
1921;2016;384.5
1921;2017;26321.0
1921;2018;2456.0
1921;2019;62074.0
1921;2020;45441.0
1921;2021;61550.267
1921;2022;72617.653
1921;2023;83685.039
1921;2024;94752.425
1921;2025;105819.811
2011;2015;1957.49
2011;2016;4791.7
2011;2017;6881.450000000001
2011;2018;5496.81
2011;2019;8075.9
2011;2020;7305.74
2011;2021;9272.436
2011;2022;10278.413
2011;2023;11284.391
2011;2024;12290.368
2011;2025;13296.346
2012;2015;216.79
2012;2016;876.09
2012;2017;629.7
2012;2018;182.58
2012;2019;1066.45
2012;2020;6762.0
2012;2021;4907.269
2012;2022;5845.841
2012;2023;6784.413
2012;2024;7722.984
2012;2025;8661.556
2013;2015;1930.0
2013;2016;3485.0
2013;2017;6288.0
2013;2018;4820.5
2013;2019;1370.0
2013;2020;6510.5
2013;2021;5576.333
2013;2022;6007.476
2013;2023;6438.619
2013;2024;6869.762
2013;2025;7300.905
2021;2015;3.0
2021;2016;15.0
2021;2017;127.04
2021;2018;282.3
2021;2019;1319.6
2021;2020;1209.3300000000002
2021;2021;1502.783
2021;2022;1791.375
2021;2023;2079.967
2021;2024;2368.559
2021;2025;2657.151
2022;2015;109.0
2022;2016;188.0
2022;2017;726.0
2022;2018;554.75
2022;2019;1271.8
2022;2020;1785.5
2022;2021;1918.773
2022;2022;2246.277
2022;2023;2573.781
2022;2024;2901.285
2022;2025;3228.789
2023;2015;17954.21
2023;2016;17650.97
2023;2017;15925.19
2023;2018;19209.84
2023;2019;32323.76
2023;2020;15088.3
2023;2021;22989.392
2023;2022;23931.491
2023;2023;24873.59
2023;2024;25815.689
2023;2025;26757.788
2029;2015;6835.79
2029;2016;4656.57
2029;2017;12875.98
2029;2018;9862.65
2029;2019;4994.14
2029;2020;161718.04
2029;2021;110731.591
2029;2022;132800.466
2029;2023;154869.341
2029;2024;176938.216
2029;2025;199007.091
2030;2016;145.5
2030;2017;8.0
2030;2020;45.0
2030;2021;11.231
2030;2022;52.433
2030;2023;12.707
2030;2024;2.253
2030;2025;39.589
2100;2015;5251.5
2100;2016;11102.24
2100;2017;20785.83
2100;2018;19524.44
2100;2019;57429.45
2100;2020;8080.85
2100;2021;35549.084
2100;2022;39888.141
2100;2023;44227.198
2100;2024;48566.255
2100;2025;52905.312
2211;2017;2940.0
2211;2018;1329.0
2211;2020;208.0
2211;2021;1492.333
2211;2022;287.433
2211;2023;1251.353
2211;2024;264.482
2211;2025;7.038
2219;2015;13311.57
2219;2016;1166.56
2219;2017;369.35
2219;2018;410.09
2219;2019;5.0
2219;2020;153.7
2219;2021;2569.378
2219;2022;2569.378
2219;2023;2569.378
2219;2024;2569.378
2219;2025;261.602
2221;2015;127.93
2221;2016;11712.1
2221;2017;8581.6
2221;2018;541.38
2221;2019;759.1
2221;2020;18520.95
2221;2021;11813.765
2221;2022;13272.79
2221;2023;14731.815
2221;2024;16190.84
2221;2025;17649.865
2229;2015;5241.2
2229;2016;4207.21
2229;2017;4541.83
2229;2018;4290.26
2229;2019;11586.94
2229;2020;4642.25
2229;2021;7640.902
2229;2022;8180.698
2229;2023;8720.494
2229;2024;9260.29
2229;2025;9800.087
2310;2015;1605.4
2310;2016;10373.8
2310;2017;12951.8
2310;2018;900.5999999999999
2310;2019;1767.3
2310;2020;604.3
2310;2021;412.913
2310;2022;4088.016
2310;2023;412.913
2310;2024;3679.671
2310;2025;412.913
2391;2015;214.0
2391;2016;158.0
2391;2021;186.0
2391;2022;179.677
2391;2023;178.322
2391;2024;176.967
2391;2025;175.612
2392;2015;4865.9
2392;2016;2582.02
2392;2017;2899.85
2392;2018;4190.2
2392;2019;3940.27
2392;2020;2326.2
2392;2021;2734.067
2392;2022;2524.541
2392;2023;2315.015
2392;2024;2105.49
2392;2025;1895.964
2393;2015;9222.0
2393;2016;469.0
2393;2017;883.0
2393;2018;1310.0
2393;2019;332.5
2393;2020;39.5
2393;2021;2042.667
2393;2022;2042.667
2393;2023;2042.667
2393;2024;130.375
2393;2025;1851.438
2394;2015;3761.01
2394;2016;5677.0
2394;2017;9822.0
2394;2018;4432.2
2394;2019;4669.52
2394;2020;6260.5
2394;2021;6178.893
2394;2022;6295.613
2394;2023;6412.333
2394;2024;6529.054
2394;2025;6645.774
2395;2015;5225.3
2395;2016;1427.1
2395;2017;1813.55
2395;2018;1392.9
2395;2019;554.05
2395;2020;3267.45
2395;2021;997.153
2395;2022;630.609
2395;2023;264.065
2395;2024;1730.242
2395;2025;264.065
2399;2015;34.26
2399;2016;110.32
2399;2017;412.75
2399;2018;44.0
2399;2019;6.45
2399;2020;27.5
2399;2021;34.464
2399;2022;14.059
2399;2023;85.475
2399;2024;14.059
2399;2025;78.334
2410;2015;14127.12
2410;2016;5345.0
2410;2017;3592.25
2410;2018;4564.2
2410;2019;10763.79
2410;2020;15019.0
2410;2021;11070.665
2410;2022;11690.314
2410;2023;12309.963
2410;2024;12929.612
2410;2025;13549.261
2429;2015;571.0
2429;2016;129.0
2429;2017;625.1
2429;2018;7.4
2429;2019;100.0
2429;2020;274.0
2429;2021;65.447
2429;2022;2.884
2429;2023;221.854
2429;2024;2.884
2429;2025;199.957
2431;2015;80.77000000000001
2431;2016;319.2
2431;2017;564.01
2431;2018;1225.02
2431;2019;700.5
2431;2020;327.22
2431;2021;839.836
2431;2022;926.612
2431;2023;1013.388
2431;2024;1100.164
2431;2025;1186.94
2432;2015;660.0
2432;2016;908.5
2432;2017;3236.1
2432;2018;469.35
2432;2019;849.7
2432;2020;799.2
2432;2021;929.093
2432;2022;864.889
2432;2023;800.685
2432;2024;736.48
2432;2025;672.276
2511;2015;1926.8
2511;2016;143.39
2511;2017;242.41
2511;2018;891.6
2511;2019;969.85
2511;2020;498.65
2511;2021;377.565
2511;2022;262.931
2511;2023;148.297
2511;2024;33.663
2511;2025;549.516
2512;2015;185.1
2512;2017;83.15
2512;2018;26.0
2512;2019;39.0
2512;2020;128.3
2512;2021;38.139
2512;2022;21.211
2512;2023;4.282
2512;2024;65.648
2512;2025;3.006
2513;2016;94.0
2513;2017;49.2
2513;2018;217.0
2513;2019;161.1
2513;2020;11.0
2513;2021;90.23
2513;2022;84.82
2513;2023;79.41
2513;2024;74.0
2513;2025;68.59
2520;2016;70.0
2520;2018;575.0
2520;2019;325.0
2520;2020;841.0
2520;2021;897.229
2520;2022;1058.857
2520;2023;1220.486
2520;2024;1382.114
2520;2025;1543.743
2591;2015;891.5
2591;2016;604.1
2591;2017;233.0
2591;2018;210.5
2591;2021;484.775
2591;2022;222.868
2591;2023;165.932
2591;2024;108.996
2591;2025;52.059
2592;2015;1082.6
2592;2016;4105.2
2592;2017;1985.5
2592;2018;4141.0
2592;2019;4772.0
2592;2020;96126.6
2592;2021;66639.74
2592;2022;80336.194
2592;2023;94032.648
2592;2024;107729.102
2592;2025;121425.557
2593;2015;266.4
2593;2016;641.7
2593;2017;320.4
2593;2018;457.9
2593;2019;1069.0
2593;2020;292.0
2593;2021;662.64
2593;2022;706.851
2593;2023;751.063
2593;2024;795.274
2593;2025;839.486
2599;2015;3706.7
2599;2016;3414.5
2599;2017;6327.9
2599;2018;5824.3
2599;2019;8631.3
2599;2020;6649.41
2599;2021;8745.053
2599;2022;9598.206
2599;2023;10451.359
2599;2024;11304.512
2599;2025;12157.665
2610;2018;192.0
2610;2019;192.0
2610;2021;192.0
2610;2022;192.0
2610;2023;192.0
2610;2024;192.0
2610;2025;192.0
2620;2015;6965.0
2620;2016;1973.0
2620;2017;1234.75
2620;2018;1493.5
2620;2019;1631.1
2620;2020;3718.9
2620;2021;1136.297
2620;2022;650.655
2620;2023;165.014
2620;2024;2107.58
2620;2025;165.014
2651;2019;0.8
2651;2021;0.8
2651;2022;0.8
2651;2023;0.8
2651;2024;0.8
2651;2025;0.8
2711;2015;897.1
2711;2016;1566.6
2711;2017;2470.2
2711;2018;17816.5
2711;2019;17588.0
2711;2020;60.0
2711;2021;12655.567
2711;2022;14347.71
2711;2023;16039.853
2711;2024;17731.996
2711;2025;19424.139
2712;2015;101.7
2712;2016;165.4
2712;2017;137.9
2712;2018;105.7
2712;2019;9.0
2712;2020;36.4
2712;2021;9.893
2712;2022;80.856
2712;2023;9.893
2712;2024;72.971
2712;2025;9.893
2720;2015;370.9
2720;2016;953.5
2720;2017;906.0
2720;2018;1065.0
2720;2019;276.0
2720;2020;400.0
2720;2021;489.1
2720;2022;439.729
2720;2023;390.357
2720;2024;340.986
2720;2025;291.614
2731;2015;907.5
2731;2016;450.0
2731;2017;69.0
2731;2018;1072.0
2731;2019;243.0
2731;2021;265.5
2731;2022;194.8
2731;2023;124.1
2731;2024;53.4
2731;2025;375.478
2740;2015;1219.3
2740;2016;615.4
2740;2017;347.0
2740;2018;2376.0
2740;2019;2158.0
2740;2020;1692.0
2740;2021;2303.313
2740;2022;2561.036
2740;2023;2818.759
2740;2024;3076.482
2740;2025;3334.205
2750;2015;5842.7
2750;2016;11264.1
2750;2017;16179.8
2750;2018;4133.9
2750;2019;24408.0
2750;2020;15934.81
2750;2021;20745.187
2750;2022;22969.368
2750;2023;25193.55
2750;2024;27417.731
2750;2025;29641.913
2790;2015;16328.5
2790;2016;6581.0
2790;2017;4728.3
2790;2018;6075.8
2790;2019;3845.0
2790;2020;5234.5
2790;2021;899.133
2790;2022;6241.748
2790;2023;899.133
2790;2024;5648.124
2790;2025;899.133
2811;2015;420.0
2811;2016;42.0
2811;2020;23.0
2811;2021;161.667
2811;2022;36.59
2811;2023;5.321
2811;2024;114.763
2811;2025;0.088
2812;2019;1.0
2812;2021;1.0
2812;2022;1.0
2812;2023;1.0
2812;2024;1.0
2812;2025;1.0
2813;2015;87.0
2813;2016;88.85
2813;2017;65.0
2813;2018;11.0
2813;2019;0.0
2813;2020;668.0
2813;2021;411.753
2813;2022;485.595
2813;2023;559.436
2813;2024;633.278
2813;2025;707.119
2814;2017;35.0
2814;2021;35.0
2814;2022;35.0
2814;2023;35.0
2814;2024;35.0
2814;2025;35.0
2816;2015;1574.05
2816;2016;1097.3
2816;2017;57.0
2816;2020;64.0
2816;2021;698.087
2816;2022;62.853
2816;2023;592.215
2816;2024;74.233
2816;2025;527.467
2819;2015;712.0
2819;2016;796.1
2819;2017;248.2
2819;2018;559.4000000000001
2819;2019;206.6
2819;2020;555.95
2819;2021;289.287
2819;2022;225.357
2819;2023;161.427
2819;2024;97.497
2819;2025;33.567
2829;2015;497.8
2829;2016;856.85
2829;2017;16.0
2829;2019;486.0
2829;2020;80.0
2829;2021;91.144
2829;2022;8.87
2829;2023;290.952
2829;2024;6.774
2829;2025;259.377
2910;2018;337.6
2910;2019;648.5
2910;2020;440.5
2910;2021;578.433
2910;2022;629.883
2910;2023;681.333
2910;2024;732.783
2910;2025;784.233
2920;2015;393.0
2920;2016;677.0
2920;2017;59.0
2920;2018;1127.0
2920;2019;479.4
2920;2020;254.15
2920;2021;476.353
2920;2022;470.095
2920;2023;463.836
2920;2024;457.578
2920;2025;451.319
2930;2015;1153.85
2930;2016;1690.5
2930;2017;1563.42
2930;2018;1802.5
2930;2019;1886.95
2930;2020;851.3
2930;2021;1422.988
2930;2022;1403.436
2930;2023;1383.884
2930;2024;1364.332
2930;2025;1344.78
3091;2015;2247.1
3091;2016;4964.5
3091;2017;2411.6
3091;2018;2289.0
3091;2019;2360.8
3091;2020;4801.8
3091;2021;3663.113
3091;2022;3801.393
3091;2023;3939.673
3091;2024;4077.953
3091;2025;4216.233
3110;2015;1342.5
3110;2016;954.33
3110;2017;1017.0
3110;2018;950.85
3110;2019;1371.6
3110;2020;592.0
3110;2021;781.363
3110;2022;708.025
3110;2023;634.687
3110;2024;561.349
3110;2025;488.011
3120;2015;16.0
3120;2016;566.0
3120;2017;491.3
3120;2018;56.0
3120;2019;693.6
3120;2020;402.4
3120;2021;558.833
3120;2022;612.533
3120;2023;666.233
3120;2024;719.933
3120;2025;773.633
3210;2015;278.0
3210;2016;420.0
3210;2017;336.0
3210;2018;488.0
3210;2019;54.0
3210;2020;107.5
3210;2021;100.733
3210;2022;49.347
3210;2023;229.197
3210;2024;49.347
3210;2025;13.377
3250;2016;48.0
3250;2017;335.7
3250;2018;553.2
3250;2019;81.6
3250;2020;384.3
3250;2021;406.11
3250;2022;447.96
3250;2023;489.81
3250;2024;531.66
3250;2025;573.51
3290;2015;3365.6
3290;2016;2040.91
3290;2017;1160.12
3290;2018;1564.51
3290;2019;2086.4
3290;2020;607.6
3290;2021;479.276
3290;2022;100.729
3290;2023;1425.643
3290;2024;100.729
