ACTIVIDAD_ECONOMICA_CIIU;ANIO;GENERACION_TOTAL_KG
8415;2017;126.1
8415;2018;9.0
8415;2019;82.0
8415;2020;166.88
8422;2015;142.5
8422;2016;438.0
8422;2017;169.0
8422;2018;637.0
8422;2019;5043.0
8422;2020;2066.28
8423;2015;877.0
8423;2016;1357.0
8423;2017;27.5
8423;2018;1748.5
8423;2019;918.85
8423;2020;3043.2
8424;2015;11574.5
8424;2016;4976.6
8424;2017;4938.6
8424;2018;1017.1
8424;2019;6450.6
8424;2020;9687.34
8430;2015;448.6
8430;2016;1153.1
8430;2017;1461.1
8430;2018;373.5
8430;2019;1071.28
8430;2020;439.23
8511;2017;539.2
8511;2018;625.0
8511;2019;60.0
8511;2020;28.6
8512;2018;1984.0
8513;2015;0.7
8513;2016;0.5
8513;2017;2.0
8513;2018;374.5
8513;2019;518.35
8513;2020;1.0
8521;2017;236.0
8521;2018;721.0
8521;2019;137.0
8521;2020;196.0
8522;2017;3.8
8522;2018;1910.0
8522;2019;723.2
8522;2020;342.2
8523;2015;2395.05
8523;2016;10688.66
8523;2017;17703.74
8523;2018;8695.62
8523;2019;39559.23
8523;2020;19145.09
8530;2015;603.19
8530;2016;810.73
8530;2017;1925.67
8530;2018;395.95
8530;2019;2864.6000000000004
8530;2020;127.3
8541;2017;1037.0
8541;2018;702.0
8541;2019;186.7
8541;2020;645.1
8542;2015;283.0
8542;2016;787.58
8542;2017;571.73
8542;2018;281.3
8542;2019;1492.5
8542;2020;227.0
8543;2015;274.33000000000004
8543;2016;4388.5
8543;2017;3343.25
8543;2018;5437.3
8543;2019;1525.6
8543;2020;1753.3
8544;2015;25745.53
8544;2016;27869.21
8544;2017;99746.45000000001
8544;2018;31697.420000000002
8544;2019;60092.34
8544;2020;25394.15
8551;2015;126.0
8551;2016;916.87
8551;2017;723.8299999999999
8551;2018;308.71000000000004
8551;2019;3182.9
8551;2020;1197.5
8552;2015;1842.27
8552;2016;1014.0
8552;2017;3092.48
8552;2018;360.6
8552;2019;1031.0
8552;2020;1241.2
8559;2018;474.0
8559;2020;402.0
8560;2015;430.7
8560;2016;591.9
8560;2017;66.6
8560;2018;189.2
8560;2019;363.3
8560;2020;21.35
8610;2015;33919.99
8610;2016;32166.69
8610;2017;57306.83
8610;2018;45248.68
8610;2019;62837.99
8610;2020;53232.17
8621;2015;5917.31
8621;2016;8365.14
8621;2017;9564.64
8621;2018;9230.71
8621;2019;10585.38
8621;2020;9812.87
8622;2015;597.36
8622;2016;522.55
8622;2017;881.33
8622;2018;495.55
8622;2019;411.91
8622;2020;408.81
8691;2015;1469.26
8691;2016;3651.5899999999997
8691;2017;1766.92
8691;2018;2061.49
8691;2019;2218.9
8691;2020;4954.42
8692;2015;72.8
8692;2016;4935.4
8692;2017;58.57
8692;2018;265.0
8692;2019;738.1
8692;2020;1810.55
8699;2015;1839.09
8699;2016;4002.1800000000003
8699;2017;2642.82
8699;2018;3566.7599999999998
8699;2019;4155.4
8699;2020;3896.65
8710;2018;7.0
8710;2019;7.0
8710;2020;0.3
8730;2018;5.96
8730;2019;4.75
8730;2020;4.28
8790;2015;35.0
8790;2016;95.0
8790;2017;13.0
8790;2018;89.0
8790;2019;96.45
8790;2020;296.52
8890;2015;207.3
8890;2016;134.0
8890;2017;13.4
9008;2020;34.0
9101;2015;389.5
9101;2016;121.0
9101;2017;57.0
9102;2017;45.0
9102;2018;837.0
9102;2019;1.5
9102;2020;3.0
9103;2015;73.2
9103;2016;250.3
9103;2017;3.0
9103;2018;540.7
9103;2019;1866.9
9103;2020;913.41
9311;2018;8.0
9311;2019;6.0
9312;2016;703.0
9312;2017;467.0
9312;2018;1754.0
9312;2019;1912.0
9312;2020;35.0
9321;2017;41.0
9321;2018;755.9
9321;2019;733.8000000000001
9321;2020;124.0
9329;2015;7186.04
9329;2016;4982.01
9329;2017;9959.759999999998
9329;2018;12593.560000000001
9329;2019;9707.150000000001
9329;2020;4805.12
9411;2015;168.12
9411;2016;2061.6
9411;2017;371.0
9411;2018;532.8199999999999
9411;2019;689.2
9411;2020;448.8
9491;2016;1377.0
9491;2017;94.75
9491;2018;123.7
9491;2019;104.8
9491;2020;11.0
9492;2016;3.0
9499;2015;1392.36
9499;2016;3731.2999999999997
9499;2017;7189.62
9499;2018;23843.2
9499;2019;10488.84
9499;2020;6480.36
9511;2016;291.8
9511;2017;216.6
9511;2018;213.0
9511;2019;269.0
9511;2020;225.5
9512;2016;4182.0
9512;2017;327.0
9512;2019;2094.0
9512;2020;1383.5
9521;2016;40.0
9522;2015;18.0
9522;2016;278.0
9522;2017;466.4
9601;2015;91.5
9601;2016;50.0
9601;2017;49.0
9601;2018;25.35
9601;2019;195.35
9601;2020;234.9
9602;2019;16.5
9603;2015;160.7
9603;2016;143.0
9603;2017;627.6
9603;2018;758.93
9603;2019;1781.2
9603;2020;403.5
9609;2015;3573.35
9609;2016;4087.4399999999996
9609;2017;5847.19
9609;2018;942.24
9609;2019;1287.67
9609;2020;692.35
9700;2015;29.000000000000004
9900;2018;114.85
9900;2019;21.9
